name,stars,score,score_location,score_cleaning,score_service,score_value_money,ranking,price,price_range,opinions,opinions_excellent,opinions_good,opinions_normal,opinions_bad,opinions_awful,num_qa,nearby_restaurants,nearby_attractions,zone,latitude,longitude,has_swimming_pool,has_bar,has_restaurant,has_breakfast,has_gym,has_reception_24h,has_ac,has_strongbox,admits_pets,rooms,suites,sea_views_rooms,non_smoking_rooms,landmarks_views_rooms,city_views_rooms,family_rooms,style,tripadvisor_clasification,language_spanish,language_catalan,language_french,language_english,language_italian,language_bulgarian,language_russian,language_portuguese,prat_distance,timestamp
Tibidabo Apartments,1.0,4.5,4.0,4.5,4.5,4.5,209.0,,95 € - 149 €,47.0,24.0,16.0,5.0,1.0,1.0,2.0,31.0,14.0,Horta-Guinardó / Sant Genís dels Agudells,41.421608,2.138944,False,False,False,False,False,False,False,False,True,4.0,True,False,False,False,False,False,Familiar,71 de 100,True,True,True,True,True,False,False,False,15,2020-11-02 16:20:15.427680
Atica Apartamentos,3.0,3.5,4.0,4.5,3.5,4.0,200.0,,70 € - 124 €,125.0,31.0,51.0,28.0,10.0,5.0,3.0,148.0,26.0,Horta-Guinardó / El Baix Guinardó,41.411289,2.1733,False,False,False,False,False,False,True,False,False,12.0,False,False,False,False,False,True,Barrio residencial,100 de 100,True,True,True,True,False,False,True,False,15,2020-11-02 16:20:19.314637
Kiwidestiny Apartments & Suites,3.0,4.0,4.5,4.5,4.5,4.0,214.0,124.0,83 € - 179 €,65.0,33.0,15.0,8.0,3.0,6.0,2.0,469.0,45.0,Sant Gervasi-Galvany,41.393734,2.14819,False,False,False,False,False,False,True,False,False,12.0,True,False,True,False,False,True,Familiar,100 de 100,True,True,True,True,True,False,False,True,12,2020-11-02 16:20:36.248159
Exe Laietana Palace,4.0,3.5,4.5,4.0,3.5,3.5,383.0,92.0,75 € - 169 €,657.0,99.0,251.0,156.0,87.0,64.0,7.0,770.0,322.0,Ciutat Vella / Barrio Gòtico (Barri Gòtic) / El Congrés i els Indians,41.383404,2.179358,False,True,False,True,False,True,True,True,False,56.0,False,False,True,False,False,False,,100 de 100,True,False,True,True,False,False,False,False,12,2020-11-02 16:20:40.391063
Castro Exclusive Residences Sant Pau,3.0,3.5,4.0,4.5,3.0,3.5,154.0,121.0,70 € - 223 €,121.0,36.0,37.0,17.0,10.0,21.0,9.0,36.0,10.0,Horta-Guinardó / El Guinardó,41.416409,2.174908,False,False,False,False,False,False,True,True,False,14.0,False,False,True,False,False,False,Moderno,97 de 100,True,True,False,True,False,False,False,False,15,2020-11-02 16:20:47.418004
"Mandarin Oriental, Barcelona",5.0,4.5,5.0,5.0,4.5,4.0,49.0,496.0,419 € - 565 €,1802.0,1383.0,249.0,98.0,45.0,27.0,15.0,444.0,110.0,El Ensanche (Eixample) / Passeig de Gràcia / La Dreta de l'Eixample,41.39122,2.166552,True,True,True,True,True,True,True,True,False,120.0,True,False,True,False,False,True,De lujo,100 de 100,False,True,True,False,False,False,False,False,13,2020-11-02 16:20:53.858027
Hostal Barcelona Travel,3.0,3.5,4.5,3.5,3.5,4.0,297.0,105.0,45 € - 107 €,63.0,15.0,22.0,15.0,3.0,8.0,5.0,241.0,38.0,El Ensanche (Eixample) / La Sagrada Família,41.402359,2.178642,False,False,False,False,False,False,True,True,False,,False,False,False,False,False,True,,100 de 100,True,True,True,True,True,False,True,True,14,2020-11-02 16:20:58.145707
Hostal Elkano,1.0,3.5,4.0,3.5,3.5,3.5,283.0,53.0,28 € - 63 €,135.0,16.0,43.0,52.0,12.0,12.0,4.0,360.0,46.0,Sants-Montjuïc / El Poble-sec,41.374157,2.160305,False,False,False,False,False,False,False,False,False,15.0,False,False,True,False,False,False,Económico,100 de 100,False,False,False,False,False,False,False,False,11,2020-11-02 16:21:05.570910
Inspired Apartments,3.0,4.0,4.0,4.5,4.0,4.0,291.0,305.0,185 € - 352 €,23.0,12.0,5.0,3.0,0.0,3.0,1.0,695.0,300.0,Ciutat Vella / Barrio Gòtico (Barri Gòtic) / El Congrés i els Indians,41.381256,2.17958,False,False,False,False,False,False,True,False,False,10.0,False,False,False,False,False,True,,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 16:21:13.455785
Hotel Granvia,3.0,4.5,5.0,5.0,4.5,4.5,37.0,108.0,91 € - 198 €,1797.0,1235.0,432.0,82.0,24.0,24.0,73.0,456.0,110.0,El Ensanche (Eixample) / Plaça de Catalunya / Passeig de Gràcia / La Dreta de l'Eixample,41.389973,2.169574,False,True,False,True,False,True,True,True,False,58.0,False,False,True,False,False,True,Relación calidad/precio,100 de 100,True,True,True,True,True,False,False,False,13,2020-11-02 16:21:17.744683
Hostal Lleida,,3.5,4.0,3.5,4.0,3.5,159.0,55.0,52 € - 92 €,73.0,15.0,26.0,15.0,6.0,11.0,1.0,427.0,52.0,El Ensanche (Eixample) / L'Antiga Esquerra de l'Eixample,41.390636,2.150817,False,False,False,False,False,True,True,True,False,16.0,False,False,True,False,False,False,Económico,100 de 100,True,True,True,True,False,False,False,False,12,2020-11-02 16:21:56.130915
B-Hotel,3.0,4.5,4.5,4.5,4.5,4.5,53.0,158.0,84 € - 190 €,2805.0,1598.0,936.0,201.0,49.0,23.0,90.0,228.0,31.0,El Ensanche (Eixample) / La Nova Esquerra de l'Eixample,41.376488,2.150509,True,True,False,True,False,True,True,True,False,84.0,False,False,True,False,False,False,Moderno,100 de 100,False,False,False,True,False,False,False,False,10,2020-11-02 16:22:00.071324
Apartamentos Sata Sagrada Familia Area,3.0,3.5,4.0,4.0,3.5,4.0,279.0,,50 € - 195 €,38.0,11.0,13.0,8.0,4.0,2.0,2.0,114.0,17.0,El Camp d'en Grassot i Gràcia Nova / Gracia,41.408283,2.165265,False,False,False,False,False,False,True,False,False,14.0,False,False,True,False,False,True,Barrio residencial,100 de 100,True,False,True,True,False,False,False,False,14,2020-11-02 16:22:03.378247
Seventy Barcelona,4.0,5.0,5.0,5.0,5.0,5.0,2.0,154.0,116 € - 213 €,331.0,311.0,17.0,3.0,0.0,0.0,12.0,410.0,95.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.397861,2.16161,True,True,True,True,True,True,True,True,False,152.0,True,False,True,False,False,True,,100 de 100,True,True,True,True,True,False,False,False,13,2020-11-02 16:22:06.509622
Hostal Coral,,3.5,4.5,3.0,3.5,3.5,288.0,,39 € - 89 €,179.0,25.0,63.0,53.0,16.0,22.0,3.0,740.0,333.0,Ciutat Vella / Barrio Gòtico (Barri Gòtic) / El Congrés i els Indians,41.381481,2.17857,False,False,False,False,False,True,False,False,False,25.0,False,False,False,False,False,False,Céntrico,100 de 100,True,True,False,False,False,False,False,False,12,2020-11-02 16:22:13.475088
Bas Apartments Gracia,4.0,4.5,4.5,5.0,4.5,4.5,16.0,,79 € - 225 €,364.0,284.0,69.0,6.0,2.0,3.0,10.0,485.0,92.0,Vila de Gràcia / Gracia,41.400467,2.156154,False,False,False,False,False,False,True,True,False,9.0,False,False,True,False,False,True,Barrio residencial,100 de 100,True,True,True,True,False,False,True,False,13,2020-11-02 16:22:17.831130
Hotel Ruta de Francia,2.0,3.5,3.5,4.0,3.5,3.5,423.0,,41 € - 88 €,49.0,4.0,20.0,17.0,7.0,1.0,2.0,132.0,23.0,El Ensanche (Eixample) / La Sagrada Família,41.40379,2.18204,False,False,False,False,False,True,False,False,False,14.0,False,False,True,False,False,False,,100 de 100,True,True,False,True,False,False,False,False,14,2020-11-02 16:22:22.739153
Hostal Iznajar Barcelona,,4.0,4.5,4.0,4.0,3.5,289.0,1000.0,42 € - 925 €,23.0,4.0,12.0,6.0,0.0,1.0,2.0,633.0,202.0,Ciutat Vella / El Raval,41.382038,2.16978,False,True,False,False,False,True,True,True,False,,False,False,False,False,False,True,,100 de 100,True,False,True,True,True,False,False,False,12,2020-11-02 16:22:31.124948
Urban District Rambla Suites & Pool,3.0,4.0,5.0,3.5,3.5,4.0,304.0,330.0,84 € - 318 €,30.0,16.0,3.0,6.0,2.0,3.0,5.0,123.0,11.0,Poblenou / Sant Martí,41.399021,2.207442,True,True,True,True,True,False,True,True,False,10.0,True,False,True,False,False,True,Familiar,91 de 100,True,False,False,True,True,False,False,False,15,2020-11-02 16:22:35.435864
Hostal Central Barcelona,2.0,3.5,4.0,4.0,3.5,3.5,153.0,,73 € - 146 €,307.0,61.0,122.0,49.0,45.0,30.0,3.0,270.0,33.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.396637,2.175416,False,False,False,False,False,False,True,True,False,11.0,False,False,True,False,False,False,Céntrico,100 de 100,True,True,True,True,True,False,False,False,13,2020-11-02 16:22:38.601164
Ten To Go Hostel,,5.0,5.0,4.5,4.5,4.5,20.0,,17 € - 52 €,154.0,132.0,15.0,2.0,2.0,3.0,6.0,199.0,29.0,Sants-Montjuïc / Sants,41.378334,2.137444,True,True,False,False,False,False,True,True,True,4.0,True,False,False,False,False,False,,100 de 100,True,True,True,True,False,False,False,False,10,2020-11-02 16:22:42.138019
Casa Camper Hotel Barcelona,4.0,5.0,5.0,5.0,5.0,4.5,3.0,222.0,184 € - 274 €,2345.0,2058.0,241.0,29.0,14.0,5.0,72.0,604.0,189.0,Ciutat Vella / El Raval,41.383301,2.168589,False,True,False,True,True,True,True,True,False,40.0,True,False,True,False,False,True,Boutique,100 de 100,True,True,True,True,True,False,False,True,12,2020-11-02 16:22:45.834774
Barcino 147 Bed & Breakfast,3.0,4.5,5.0,5.0,4.5,4.5,7.0,,131 € - 160 €,656.0,538.0,86.0,22.0,5.0,5.0,10.0,369.0,73.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.392265,2.174406,False,False,False,True,False,True,True,False,False,5.0,True,False,True,False,False,True,Romántico,100 de 100,True,False,False,True,False,False,True,False,13,2020-11-02 16:22:48.764689
Hostal LIWI,2.0,4.5,5.0,4.0,4.0,4.0,323.0,88.0,28 € - 103 €,7.0,4.0,1.0,2.0,0.0,0.0,1.0,164.0,18.0,Les Corts de Sarrià / Les Corts,41.38533,2.13071,False,False,False,False,False,False,True,False,False,7.0,False,False,True,False,False,True,Económico,100 de 100,False,False,False,False,False,False,False,False,11,2020-11-02 16:22:51.715560
Hotel Neri Relais & Chateaux,5.0,4.5,5.0,5.0,4.5,4.0,39.0,315.0,230 € - 371 €,1074.0,804.0,178.0,52.0,18.0,22.0,21.0,828.0,349.0,Ciutat Vella / Barrio Gòtico (Barri Gòtic) / El Congrés i els Indians,41.383312,2.17529,False,True,True,True,False,True,True,True,False,22.0,True,False,True,True,True,False,Hotel histórico,100 de 100,True,True,True,True,False,False,False,False,12,2020-11-02 16:22:55.742100
Hotel ABaC Barcelona,5.0,5.0,4.5,5.0,4.5,4.5,38.0,184.0,202 € - 305 €,660.0,553.0,78.0,16.0,8.0,5.0,7.0,57.0,12.0,Sant Gervasi-La Bonanova,41.410465,2.136421,True,True,True,True,False,True,True,True,False,15.0,True,False,True,False,True,False,Tranquilo,100 de 100,True,True,True,True,False,False,False,False,13,2020-11-02 16:22:59.873632
Hotel Casa Luz,3.0,5.0,5.0,5.0,5.0,5.0,435.0,110.0,81 € - 210 €,3.0,3.0,0.0,0.0,0.0,0.0,0.0,543.0,116.0,El Ensanche (Eixample),41.385971,2.164731,False,True,True,True,False,True,True,False,False,65.0,True,False,True,False,True,True,,100 de 100,True,True,False,True,True,False,False,False,12,2020-11-02 16:23:05.024190
Hotel SOFIA Barcelona - in the Unbound Collection by Hyatt,5.0,4.5,4.5,5.0,5.0,4.5,30.0,251.0,173 € - 331 €,566.0,463.0,70.0,22.0,8.0,3.0,32.0,48.0,11.0,La Maternitat i Sant Ramon,41.386356,2.123047,True,True,True,True,True,True,True,True,False,465.0,True,False,True,False,False,True,Vistas fantásticas,98 de 100,True,True,True,True,True,False,True,True,10,2020-11-02 16:23:12.336068
Pension Portugal,,3.0,4.5,3.5,3.5,3.5,284.0,67.0,47 € - 80 €,234.0,28.0,78.0,63.0,39.0,26.0,10.0,428.0,172.0,Ciutat Vella / Barrio Gòtico (Barri Gòtic) / El Congrés i els Indians,41.378017,2.178171,False,False,False,False,False,True,True,False,False,16.0,False,False,False,False,False,False,Céntrico,100 de 100,True,True,True,True,True,False,False,False,12,2020-11-02 16:23:15.577794
Hotel Aristol,3.0,3.5,3.5,4.0,3.5,3.5,415.0,,65 € - 118 €,150.0,21.0,61.0,46.0,14.0,9.0,4.0,67.0,17.0,Horta-Guinardó / El Baix Guinardó,41.413628,2.171078,False,False,False,False,False,True,True,True,True,22.0,False,False,True,False,False,False,,96 de 100,True,True,True,True,True,False,False,False,15,2020-11-02 16:23:19.357569
Catalonia La Maquinista,3.0,4.5,3.5,5.0,4.5,4.5,414.0,119.0,52 € - 113 €,7.0,4.0,3.0,0.0,0.0,0.0,23.0,104.0,11.0,El Bon Pastor / Sant Andreu,41.439453,2.19996,False,False,True,True,False,True,True,True,True,92.0,False,False,True,False,False,False,Tranquilo,64 de 100,True,True,True,True,False,False,False,False,19,2020-11-02 16:23:23.442934
BUHO Boutique,2.0,3.5,5.0,4.5,3.0,4.0,305.0,116.0,69 € - 139 €,26.0,8.0,10.0,3.0,2.0,3.0,0.0,421.0,105.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.391182,2.171028,False,False,False,False,True,False,True,True,False,,False,False,False,False,False,True,,100 de 100,True,False,False,True,False,False,False,False,13,2020-11-02 16:23:26.725226
The Wittmore Hotel,5.0,5.0,5.0,5.0,5.0,4.5,31.0,377.0,208 € - 333 €,367.0,315.0,37.0,9.0,3.0,3.0,25.0,659.0,284.0,Ciutat Vella / Barrio Gòtico (Barri Gòtic) / El Congrés i els Indians,41.380951,2.179609,True,True,True,True,False,True,True,True,False,22.0,True,False,True,False,False,False,Boutique,100 de 100,True,True,True,True,True,False,False,False,12,2020-11-02 16:23:36.148568
Apartamentos Turisticos Marsol,3.0,4.0,3.5,4.0,4.5,4.0,417.0,,60 € - 132 €,35.0,8.0,17.0,5.0,4.0,1.0,10.0,12.0,2.0,Barcelona,41.26989,1.98367,True,True,True,False,False,False,True,False,True,29.0,True,False,True,False,False,True,,54 de 100,True,False,False,True,False,False,False,False,9,2020-11-02 16:23:43.437676
Trianon & Co Barcelona,2.5,3.5,4.5,4.0,4.0,4.0,170.0,,,46.0,19.0,11.0,7.0,3.0,6.0,2.0,336.0,47.0,El Ensanche (Eixample) / Sant Antoni,41.37973,2.15773,False,False,False,False,False,False,True,False,False,6.0,False,False,True,False,False,False,,100 de 100,True,False,False,True,False,False,False,False,11,2020-11-02 16:23:47.639504
Apartamentos Tarradellas,3.0,4.0,5.0,4.5,4.5,4.0,343.0,,169 € - 267 €,12.0,5.0,4.0,1.0,0.0,2.0,3.0,146.0,13.0,El Ensanche (Eixample) / La Nova Esquerra de l'Eixample,41.384911,2.14289,False,False,False,False,False,False,True,True,True,4.0,False,False,True,False,False,True,,98 de 100,True,True,True,True,False,False,False,False,11,2020-11-02 16:23:54.689588
Hotel Soho Barcelona,3.0,4.5,4.5,4.5,4.5,4.5,71.0,88.0,89 € - 159 €,2714.0,1528.0,961.0,157.0,47.0,23.0,74.0,459.0,69.0,El Ensanche (Eixample) / L'Antiga Esquerra de l'Eixample,41.383453,2.159899,True,True,False,True,False,True,True,True,False,51.0,True,False,True,False,False,False,Moderno,100 de 100,True,True,True,True,True,False,False,False,12,2020-11-02 16:24:01.771068
Bed & Art Hostel,,3.5,4.5,4.0,4.0,4.0,337.0,122.0,66 € - 120 €,66.0,21.0,19.0,10.0,6.0,10.0,2.0,389.0,114.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.389721,2.174689,False,True,True,True,False,False,False,True,True,4.0,True,False,True,False,False,True,,100 de 100,True,False,True,True,True,False,False,False,13,2020-11-02 16:24:05.923568
Barcelona Center Muntaner,,3.5,3.5,4.0,3.0,4.5,354.0,,170 € - 239 €,22.0,7.0,6.0,6.0,0.0,3.0,1.0,523.0,89.0,El Ensanche (Eixample) / L'Antiga Esquerra de l'Eixample,41.386909,2.159114,False,True,False,False,False,False,True,False,False,3.0,False,False,False,False,False,True,De gama media,100 de 100,True,True,False,True,False,False,False,False,12,2020-11-02 16:24:08.627184
Hotel Travessera,2.0,3.0,3.0,3.5,3.5,3.0,437.0,64.0,47 € - 118 €,159.0,22.0,45.0,46.0,22.0,24.0,6.0,72.0,12.0,La Salut / Gracia,41.412235,2.159044,False,True,False,True,False,True,True,True,False,23.0,False,False,True,False,False,False,De gama media,94 de 100,True,False,True,True,True,False,False,False,14,2020-11-02 16:24:20.109117
Casa Lirio,2.0,3.5,4.0,3.0,2.0,2.5,446.0,500.0,56 € - 150 €,35.0,10.0,12.0,0.0,3.0,10.0,6.0,505.0,210.0,Ciutat Vella / Barrio Gòtico (Barri Gòtic) / El Congrés i els Indians,41.378731,2.177881,False,False,False,True,False,False,True,True,True,17.0,True,False,True,False,False,True,,100 de 100,True,True,True,True,True,False,False,False,12,2020-11-02 16:24:34.761617
AinB Sagrada Familia,3.5,3.5,4.0,4.0,3.5,4.0,353.0,94.0,54 € - 160 €,73.0,20.0,22.0,18.0,4.0,9.0,1.0,162.0,27.0,El Ensanche (Eixample) / El Fort Pienc,41.395744,2.180301,False,True,False,False,False,False,False,False,False,,False,False,True,False,False,True,,100 de 100,True,True,True,True,True,False,False,True,14,2020-11-02 16:24:38.956703
Wander by Pillow,3.0,4.0,5.0,5.0,5.0,5.0,166.0,96.0,66 € - 147 €,11.0,3.0,6.0,1.0,0.0,1.0,0.0,391.0,135.0,Ciutat Vella / El Raval,41.377129,2.17506,False,False,False,False,False,False,True,False,False,8.0,False,False,True,False,False,False,,100 de 100,True,False,False,True,False,False,False,False,12,2020-11-02 16:24:43.125571
Look Barcelona Rooms & Apartments,3.0,4.0,5.0,4.0,4.5,,344.0,127.0,140 € - 248 €,12.0,5.0,5.0,0.0,0.0,2.0,0.0,462.0,118.0,El Ensanche (Eixample) / Passeig de Gràcia / Rambla de Catalunya / La Dreta de l'Eixample,41.393532,2.16033,False,True,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 16:24:46.725154
thesuites Barcelona Apartments,4.0,4.0,4.5,4.0,4.0,4.5,356.0,,86 € - 575 €,20.0,7.0,8.0,2.0,0.0,3.0,2.0,244.0,24.0,Sant Gervasi-Galvany,41.397259,2.14403,False,True,False,True,False,False,True,False,True,10.0,True,False,True,False,False,False,,100 de 100,True,True,True,True,True,False,False,False,12,2020-11-02 16:24:50.075668
Aspasios Sagrada Familia Apartments,4.0,4.5,,5.0,5.0,,358.0,,130 € - 270 €,3.0,2.0,1.0,0.0,0.0,0.0,0.0,264.0,31.0,El Ensanche (Eixample) / La Sagrada Família,41.407471,2.17182,False,False,False,False,False,False,True,False,False,9.0,False,False,True,False,True,True,,100 de 100,True,False,False,True,False,False,False,False,14,2020-11-02 16:24:53.845204
SSA Camp Nou Apartments,3.0,4.5,4.5,3.5,3.5,3.5,352.0,119.0,73 € - 153 €,6.0,3.0,2.0,1.0,0.0,0.0,0.0,220.0,20.0,Les Corts de Sarrià / Les Corts,41.387131,2.13516,False,False,False,False,False,False,True,False,False,10.0,False,False,False,False,False,True,,98 de 100,True,True,True,True,False,False,False,False,11,2020-11-02 16:24:57.653176
Casa 125 Barcelona,3.0,4.0,4.5,3.5,3.5,4.0,360.0,,,10.0,1.0,8.0,1.0,0.0,0.0,0.0,379.0,46.0,El Ensanche (Eixample) / Sant Antoni,41.380959,2.15936,False,False,False,False,False,False,True,False,False,13.0,False,False,False,False,False,True,,100 de 100,True,True,True,True,False,False,True,False,11,2020-11-02 16:25:01.570603
4 Rooms Barcelona,,4.5,5.0,4.5,4.5,4.5,346.0,,405 € - 666 €,7.0,5.0,1.0,1.0,0.0,0.0,1.0,570.0,189.0,Ciutat Vella / El Raval,41.378639,2.17245,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 16:25:05.790179
Weflating Suites Sant Antoni Market,4.0,4.5,4.0,5.0,4.5,5.0,277.0,,79 € - 184 €,12.0,6.0,3.0,3.0,0.0,0.0,0.0,414.0,64.0,El Ensanche (Eixample) / Sant Antoni,41.377178,2.16303,False,False,False,False,False,False,True,False,False,11.0,True,False,True,False,True,True,,100 de 100,True,True,True,True,True,False,False,True,11,2020-11-02 16:25:09.530110
Hotel Barcelona Universal,4.0,4.5,4.5,4.5,4.5,4.5,60.0,79.0,85 € - 167 €,5180.0,2865.0,1825.0,356.0,86.0,48.0,144.0,368.0,71.0,Ciutat Vella / El Raval,41.37516,2.168423,True,True,True,True,True,True,True,True,False,167.0,True,False,True,False,False,False,Familiar,100 de 100,False,True,True,True,False,False,False,False,11,2020-11-02 16:25:16.821565
Sport Barcelona,4.0,4.0,4.0,4.0,4.0,4.0,448.0,,102 € - 151 €,29.0,10.0,11.0,4.0,2.0,2.0,0.0,300.0,46.0,El Ensanche (Eixample) / La Sagrada Família,41.401985,2.171197,False,False,False,False,False,False,False,False,False,32.0,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,14,2020-11-02 16:25:20.133665
Cosmo Apartments,4.0,4.5,5.0,5.0,4.5,5.0,327.0,143.0,106 € - 346 €,6.0,5.0,0.0,0.0,1.0,0.0,1.0,493.0,108.0,El Ensanche (Eixample) / Passeig de Gràcia / Rambla de Catalunya / La Dreta de l'Eixample,41.39056,2.1644,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 16:25:27.147867
Weflating MACBA,3.0,3.5,3.0,4.0,4.0,2.5,357.0,,114 € - 228 €,21.0,5.0,10.0,1.0,2.0,3.0,1.0,484.0,80.0,Ciutat Vella / El Raval,41.382751,2.164636,False,False,False,False,False,False,True,True,False,7.0,False,False,True,False,False,True,,100 de 100,True,True,True,True,False,False,False,False,12,2020-11-02 16:25:30.269701
Chez Moi,3.0,4.0,4.0,4.5,4.0,5.0,167.0,99.0,52 € - 121 €,12.0,3.0,5.0,3.0,0.0,1.0,3.0,410.0,96.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.397049,2.16252,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,True,,100 de 100,True,False,False,True,False,False,False,False,13,2020-11-02 16:25:33.978667
LM Rooms BCN,3.0,4.0,4.0,4.5,4.0,,171.0,67.0,29 € - 89 €,10.0,4.0,3.0,1.0,1.0,1.0,0.0,55.0,16.0,Nou Barris / Vilapicina i la Torre Llobeta,41.428219,2.17989,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,80 de 100,False,False,False,False,False,False,False,False,17,2020-11-02 16:25:37.571182
